file,sequence_id,read_count,read_mean_length,read_abundance
throat_with_pathogen_02_5_2.fastq,NZ_CP017038.2,641,150.98283931357255,0.003910134018165958
throat_with_pathogen_02_5_2.fastq,NZ_CP034670.1,511,150.9784735812133,0.003117127119005935
throat_with_pathogen_02_5_2.fastq,NZ_CP046313.1,570,150.81052631578947,0.003477030250163177
throat_with_pathogen_02_5_2.fastq,NZ_CP012544.1,934,150.97858672376873,0.005697449567811240
throat_with_pathogen_02_5_2.fastq,NZ_AP018768.1,3552,150.9831081081081,0.021667388506280003
throat_with_pathogen_02_5_2.fastq,NZ_CP072224.1,884,150.98529411764707,0.005392446914288154
throat_with_pathogen_02_5_2.fastq,NZ_CP016753.1,7503,150.98347327735573,0.045768698187674234
throat_with_pathogen_02_5_2.fastq,NZ_CP125806.1,46,151.0,0.000280602441241239
throat_with_pathogen_02_5_2.fastq,NZ_CP015424.1,481,150.989604989605,0.002934125526892084
throat_with_pathogen_02_5_2.fastq,NZ_CP013195.1,1123,150.98575244879785,0.006850359598128504
throat_with_pathogen_02_5_2.fastq,NZ_CP040121.1,343,151.0,0.002092318203168368
throat_with_pathogen_02_5_2.fastq,NZ_CP008849.1,1467,150.98704839809133,0.008948777854367334
throat_with_pathogen_02_5_2.fastq,NZ_CP065983.1,425,150.97176470588235,0.002592522554946228
throat_with_pathogen_02_5_2.fastq,NZ_AP019829.2,430,150.9813953488372,0.002623022820298537
throat_with_pathogen_02_5_2.fastq,NZ_CP032621.1,739,150.93640054127198,0.004507939219071205
throat_with_pathogen_02_5_2.fastq,NZ_CP107038.1,473,150.97885835095138,0.002885325102328390
throat_with_pathogen_02_5_2.fastq,NZ_CP066065.1,1428,150.937675070028,0.008710875784619326
throat_with_pathogen_02_5_2.fastq,NZ_CP126474.1,3352,150.96032219570407,0.020447377892187663
throat_with_pathogen_02_5_2.fastq,NZ_CP073118.1,1497,150.97862391449567,0.009131779446481185
throat_with_pathogen_02_5_2.fastq,NZ_CP032620.1,817,150.9889840881273,0.004983743358567220
throat_with_pathogen_02_5_2.fastq,NZ_CP028108.1,596,150.9781879194631,0.003635631629995181
throat_with_pathogen_02_5_2.fastq,NZ_CP014227.1,1167,150.98457583547557,0.007118761933228819
throat_with_pathogen_02_5_2.fastq,NZ_CP085096.1,246,150.9878048780488,0.001500613055333582
throat_with_pathogen_02_5_2.fastq,NZ_CP072244.1,426,150.98356807511738,0.002598622608016690
throat_with_pathogen_02_5_2.fastq,NZ_CP012589.1,1343,150.9530900967982,0.008192371273630081
throat_with_pathogen_02_5_2.fastq,NZ_CP024696.1,3729,150.94073478144276,0.022747097899751729
throat_with_pathogen_02_5_2.fastq,NZ_CP027231.1,1509,150.97813121272367,0.009204980083326725
throat_with_pathogen_02_5_2.fastq,NZ_CP022384.1,4941,150.92005666869053,0.030140362221151323
throat_with_pathogen_02_5_2.fastq,NZ_CP046314.1,1941,150.9835136527563,0.011840203009766185
throat_with_pathogen_02_5_2.fastq,NZ_CP073277.1,229,150.9868995633188,0.001396912153135732
throat_with_pathogen_02_5_2.fastq,NZ_CP101412.1,768,150.73177083333334,0.004684840758114595
throat_with_pathogen_02_5_2.fastq,NZ_CP097335.1,619,150.98061389337641,0.003775932850615801
throat_with_pathogen_02_5_2.fastq,NZ_CP045696.1,835,150.98443113772456,0.005093544313835531
throat_with_pathogen_02_5_2.fastq,NZ_CP072251.1,714,150.9859943977591,0.004355437892309663
throat_with_pathogen_02_5_2.fastq,NZ_CP121210.1,892,150.98206278026905,0.005441247338851848
throat_with_pathogen_02_5_2.fastq,NZ_CP024700.1,1485,150.98585858585858,0.009058578809635644
throat_with_pathogen_02_5_2.fastq,NZ_CP039886.1,517,150.9825918762089,0.003153727437428706
throat_with_pathogen_02_5_2.fastq,NZ_CP007573.1,630,150.98253968253968,0.003843033434390879
throat_with_pathogen_02_5_2.fastq,NZ_CP127017.1,642,150.98598130841123,0.003916234071236420
throat_with_pathogen_02_5_2.fastq,NZ_CP039462.1,2486,150.92598551890586,0.015164731933167818
throat_with_pathogen_02_5_2.fastq,NZ_CP083637.1,4304,150.87662639405204,0.026254628415267212
throat_with_pathogen_02_5_2.fastq,NZ_CP031255.1,589,150.98641765704585,0.003592931258501949
throat_with_pathogen_02_5_2.fastq,NZ_CP070914.1,331,150.96978851963746,0.002019117566322827
throat_with_pathogen_02_5_2.fastq,NZ_CP015577.1,929,150.9881593110872,0.005666949302458931
throat_with_pathogen_02_5_2.fastq,NZ_CP036550.1,300,150.98666666666668,0.001830015921138514
throat_with_pathogen_02_5_2.fastq,NZ_CP050136.1,1218,150.98193760262726,0.007429864639822367
throat_with_pathogen_02_5_2.fastq,NZ_AP025240.1,14962,150.98215479214008,0.091268994040248144
throat_with_pathogen_02_5_2.fastq,NZ_CP019721.1,2028,150.982741617357,0.012370907626896355
throat_with_pathogen_02_5_2.fastq,NZ_CP027235.1,2158,150.96802594995367,0.013163914526056376
throat_with_pathogen_02_5_2.fastq,NZ_CP075172.1,9392,150.98168654173764,0.057291698437776407
throat_with_pathogen_02_5_2.fastq,NZ_CP022386.1,716,150.9790502793296,0.004367637998450587
throat_with_pathogen_02_5_2.fastq,NZ_AP021887.1,1629,150.95764272559853,0.009936986451782131
throat_with_pathogen_02_5_2.fastq,NZ_AP014880.1,125,150.984,0.000762506633807714
throat_with_pathogen_02_5_2.fastq,NZ_CP034842.1,884,150.9762443438914,0.005392446914288154
throat_with_pathogen_02_5_2.fastq,NZ_CP090007.1,227,150.98237885462555,0.001384712046994809
throat_with_pathogen_02_5_2.fastq,AP023461.1,1246,148.92776886035313,0.007600666125795294
CSI004_7_2.fastq,NZ_CAKAHJ010000001.1,4439,150.971164676729,0.020222497585509411
CSI004_7_2.fastq,NZ_LS483444.1,2944,150.83254076086956,0.013411811870182408
CSI004_7_2.fastq,NZ_CP079201.1,563,150.98401420959146,0.002564826794467628
CSI004_7_2.fastq,NZ_LT635457.1,2449,150.98611678236014,0.011156768773803232
CSI004_7_2.fastq,NC_013203.1,8170,150.9861689106487,0.037219600196803759
CSI004_7_2.fastq,NZ_CALHUL010000006.1,2858,150.981455563331,0.013020026604952894
CSI004_7_2.fastq,NZ_CP083637.1,2222,150.95904590459045,0.010122637899302076
CSI004_7_2.fastq,NZ_LR134375.1,2051,150.984397854705,0.009343623011461997
CSI004_7_2.fastq,NZ_CAMNMG010000001.1,5918,150.9787090233187,0.026960293018933251
CSI004_7_2.fastq,NZ_CP079822.1,3154,150.9879518072289,0.014368496820161452
CSI004_7_2.fastq,NZ_CP031243.1,5120,150.9568359375,0.023324890209012884
CSI004_7_2.fastq,NZ_CAJTJS010000001.1,4005,150.9840199750312,0.018245348688886054
CSI004_7_2.fastq,NZ_CP049272.1,3977,150.97083228564244,0.018117790695555514
CSI004_7_2.fastq,NC_015875.1,311,150.9871382636656,0.001416804854492775
CSI004_7_2.fastq,NZ_CP022384.1,6790,150.94771723122238,0.030932813382655758
CSI004_7_2.fastq,NZ_CP024696.1,9666,150.9764121663563,0.044034841554749710
CSI004_7_2.fastq,NZ_CP126965.1,8692,150.9833179935573,0.039597645643894529
CSI004_7_2.fastq,NZ_AP022321.1,5180,150.97316602316602,0.023598228766149754
CSI004_7_2.fastq,NZ_CP030820.1,2929,150.90576988733355,0.013343477230898191
CSI004_7_2.fastq,NZ_CAKAIK010000001.1,4428,150.97177055103884,0.020172385516700985
CSI004_7_2.fastq,NZ_CALGPY010000005.1,726,150.98347107438016,0.003307396541356124
CSI004_7_2.fastq,NZ_CP022386.1,1581,150.94117647058823,0.007202470980556517
CSI004_7_2.fastq,NZ_CP022379.1,5374,150.92947525120954,0.024482023434225633
CSI004_7_2.fastq,NZ_CP028101.1,2941,150.9843590615437,0.013398144942325564
CSI004_7_2.fastq,NZ_CP039886.1,3415,150.98213762811127,0.015557519543706835
CSI004_7_2.fastq,NZ_CP092048.1,3100,150.9593548387097,0.014122492118738270
CSI004_7_2.fastq,NZ_AP018768.1,2252,150.95959147424512,0.010259307177870510
CSI004_7_2.fastq,NZ_CP035368.2,9749,150.92153041337573,0.044412959892122385
CSI004_7_2.fastq,NZ_CP033459.1,7806,150.95144760440687,0.035561346283506753
CSI004_7_2.fastq,NZ_CP012544.1,1611,150.98944754810677,0.007339140259124952
CSI004_7_2.fastq,NZ_CP079193.1,4746,150.98609355246523,0.021621079869526397
CSI004_7_2.fastq,NZ_CP019721.1,4596,150.97824194952133,0.020937733476684220
CSI004_7_2.fastq,CAKAFU010000002.1,2571,150.98366394399068,0.011712557173314868
CSI004_7_2.fastq,AP018050.1,9380,150.9730277185501,0.042731927765730635
CSI004_7_2.fastq,NZ_CP101528.1,8276,150.98441275978735,0.037702498314412233
CSI004_7_2.fastq,NZ_LR134378.1,1191,150.99076406381192,0.005425770359166864
CSI004_7_2.fastq,NC_019960.1,1184,150.98226351351352,0.005393880860834230
CSI004_7_2.fastq,NZ_CP072363.1,4051,150.9303875586275,0.018454908249357655
CSI004_7_2.fastq,NZ_CP036550.1,4054,150.98026640355204,0.018468575177214498
CSI004_7_2.fastq,NZ_CP102197.1,2385,150.98825995807127,0.010865207646190572
CSI004_7_2.fastq,NZ_CP020566.1,7016,150.9714937286203,0.031962388614537963
CSI004_7_2.fastq,NZ_CP024703.1,8213,150.98039693169366,0.037415492829418515
CSI004_7_2.fastq,CAHJXR010000003.1,4931,150.9482863516528,0.022463873754031742
CSI004_7_2.fastq,ACIL03000013.1,2373,150.98525073746313,0.010810539934763198
CSI004_7_2.fastq,NZ_UQJH01000001.1,7434,150.98506860371268,0.033866647229257918
CSI004_7_2.fastq,NZ_CP012646.1,58,151.0,0.000264227271898974
CSI004_7_2.fastq,NZ_CP038817.1,2785,150.96301615798922,0.012687464693769704
CSI004_7_2.fastq,NZ_CP072390.1,345,150.98260869565217,0.001571696703537001
CSI004_7_2.fastq,NZ_CAKOJV010000001.1,645,150.97674418604652,0.002938389489221350
CSI004_7_2.fastq,NZ_CP073114.1,2583,150.9694154084398,0.011767224884742241
CSI004_7_2.fastq,NZ_CP053939.1,3581,150.9483384529461,0.016313756218452175
CSI004_7_2.fastq,NZ_CABPWA010000001.1,2086,150.96692233940556,0.009503070503125171
CSI004_7_2.fastq,NZ_AP019831.1,9449,150.9835961477405,0.043046267106438031
CSI004_7_2.fastq,AP023461.1,1154,149.39688041594454,0.005257211582265794
SI035_9_1.fastq,CP097095.1,594,150.9882154882155,0.003560894899647507
SI035_9_1.fastq,NZ_CP053939.1,1128,150.93705673758865,0.006762103445795266
SI035_9_1.fastq,NZ_CP009227.1,1938,150.98348813209495,0.011617869218041867
SI035_9_1.fastq,NZ_CP072390.1,2353,150.98470038249044,0.014105699829748458
SI035_9_1.fastq,NZ_CP031257.1,4162,150.98053820278713,0.024950243387765868
SI035_9_1.fastq,NZ_CP120507.1,1088,150.97610294117646,0.006522312543462101
SI035_9_1.fastq,NZ_LS483444.1,3606,150.8763172490294,0.021617149845334867
SI035_9_1.fastq,NC_013203.1,347,150.97982708933716,0.002080186077740210
SI035_9_1.fastq,NZ_CP102197.1,219,150.9543378995434,0.001312855190274081
SI035_9_1.fastq,NZ_CP010106.1,1568,150.9795918367347,0.009399803371460087
SI035_9_1.fastq,ACIL03000013.1,121,150.98347107438016,0.000725367479557826
SI035_9_1.fastq,NC_019960.1,522,150.98275862068965,0.003129271275447809
SI035_9_1.fastq,NZ_CP031243.1,627,150.8628389154705,0.003758722394072369
SI035_9_1.fastq,NZ_CP101528.1,1012,150.9802371541502,0.006066709829029087
SI035_9_1.fastq,NZ_CP010310.2,673,150.9777117384844,0.004034481931755509
SI035_9_1.fastq,NZ_CP079193.1,2359,150.94234845273422,0.014141668465098433
SI035_9_1.fastq,NZ_UGPB01000001.1,455,150.98241758241758,0.002727621514039757
SI035_9_1.fastq,NZ_AP019831.1,1315,150.9787072243346,0.007883125914202815
SI035_9_1.fastq,NZ_CAMNMG010000001.1,597,150.95979899497488,0.003578879217322495
SI035_9_1.fastq,NZ_CP033459.1,2080,150.97788461538462,0.012469126921324606
SI035_9_1.fastq,NZ_CP012071.1,601,150.9767054908486,0.003602858307555811
SI035_9_1.fastq,NZ_CAKAIK010000001.1,131,150.99236641221373,0.000785315205141117
SI035_9_1.fastq,NZ_CP073114.1,10140,150.9344181459566,0.060786993741457448
SI035_9_1.fastq,NC_011202.1,4570,150.97964989059082,0.027396110591564157
SI035_9_1.fastq,NC_001472.1,271,150.9889298892989,0.001624583363307196
SI035_9_1.fastq,NZ_CP035368.2,382,150.7801047120419,0.002290003117281730
SI035_9_1.fastq,NZ_CP092048.1,244,151.0,0.001462724504232309
SI035_9_1.fastq,NZ_CP119546.1,3651,150.9791837852643,0.021886914610459680
SI035_9_1.fastq,NZ_CP018196.1,476,150.98319327731093,0.002853511737764669
SI035_9_1.fastq,NC_039199.1,2907,150.98452012383902,0.017426803827062801
SI035_9_1.fastq,NZ_CP020566.1,4508,150.98092280390418,0.027024434692947751
SI035_9_1.fastq,NZ_CP079201.1,1540,150.97922077922078,0.009231949739826871
SI035_9_1.fastq,NZ_CAJTJS010000001.1,1967,150.98017285205898,0.011791717622233413
SI035_9_1.fastq,OP288969.1,4705,150.9825717321998,0.028205404886938588
SI035_9_1.fastq,OQ689803.1,495,150.9838383838384,0.002967412416372883
SI035_9_1.fastq,NZ_CP121763.1,4392,150.98224043715848,0.026329041076181569
SI035_9_1.fastq,NZ_CP028101.1,528,150.9715909090909,0.003165239910797784
SI035_9_1.fastq,NZ_AP022321.1,271,150.99261992619927,0.001624583363307196
SI035_9_1.fastq,NZ_CP129982.1,3133,150.9687200766039,0.018781622425245188
SI035_9_1.fastq,NZ_CP020894.3,1218,150.97783251231527,0.007301632976044889
SI035_9_1.fastq,NZ_CP102541.1,515,150.9747572815534,0.003087307867539506
SI035_9_1.fastq,NZ_LR134375.1,1456,150.98008241758242,0.008728388844927224
SI035_9_1.fastq,NZ_CP049272.1,1242,150.97665056360708,0.007445507517444788
SI035_9_1.fastq,NZ_LT906463.1,1961,150.96124426313105,0.011755748986883438
SI035_9_1.fastq,NC_015875.1,4394,150.98406918525262,0.026341030621298230
SI035_9_1.fastq,NZ_RBKV01000001.1,569,150.97539543057997,0.003411025585689279
SI035_9_1.fastq,NC_001367.1,386,150.97927461139898,0.002313982207515047
SI035_9_1.fastq,NC_017825.1,267,150.98501872659176,0.001600604273073880
SI035_9_1.fastq,NZ_AP018561.1,242,150.98347107438016,0.001450734959115651
SI035_9_1.fastq,NZ_CAKOJV010000001.1,2060,150.98495145631068,0.012349231470158022
SI035_9_1.fastq,NZ_UHIB01000001.1,1250,150.9688,0.007493465697911421
SI035_9_1.fastq,NZ_AWET01000008.1,409,150.98533007334964,0.002451861976356617
SI035_9_1.fastq,NZ_CABPWA010000001.1,1179,150.97964376590332,0.007067836846270052
SI035_9_1.fastq,NZ_CP079822.1,454,150.9933920704846,0.002721626741481428
SI035_9_1.fastq,NZ_CP059690.1,4971,150.961375980688,0.029800014387454141
SI035_9_1.fastq,NZ_CP038817.1,2247,150.93769470404985,0.013470253938565570
SI035_9_1.fastq,NC_045512.2,804,150.98009950248758,0.004819797136896626
SI035_9_1.fastq,NZ_CP034670.1,3525,150.96340425531915,0.021131573268110208
SI035_9_1.fastq,NZ_CP012544.1,671,150.97764530551416,0.004022492386638851
SI035_9_1.fastq,NZ_AP018768.1,677,150.9778434268833,0.004058461021988826
SI035_9_1.fastq,NZ_CP119724.1,971,150.98455200823892,0.005820924154137592
SI035_9_1.fastq,AC_000017.1,730,150.9794520547945,0.004376183967580270
SI035_9_1.fastq,NZ_CP123447.1,624,150.98557692307693,0.003740738076397381
SI035_9_1.fastq,NZ_UQJH01000001.1,2885,150.98232235701906,0.017294918830779559
SI035_9_1.fastq,NZ_CP065999.1,571,150.98423817863397,0.003423015130805937
SI035_9_1.fastq,NZ_AP019829.2,1152,150.98524305555554,0.006905977987195166
SI035_9_1.fastq,NZ_CP133094.1,1532,150.97976501305482,0.009183991559360238
SI035_9_1.fastq,NZ_CP126697.1,1655,150.97280966767372,0.009921348584034722
SI035_9_1.fastq,NZ_LR134378.1,810,150.9814814814815,0.004855765772246601
SI035_9_1.fastq,NC_004718.3,1713,150.9760653823701,0.010269045392417811
SI035_9_1.fastq,NZ_CP050992.1,637,150.8414442700157,0.003818670119655660
SI035_9_1.fastq,NZ_CALHUL010000006.1,2381,150.98110037799245,0.014273553461381676
SI035_9_1.fastq,CAKAFU010000002.1,788,150.98477157360406,0.004723880775963360
SI035_9_1.fastq,MG027862.1,2297,150.98040922942968,0.013769992566482028
SI035_9_1.fastq,NC_001781.1,1042,150.97600767754318,0.006246553005778961
SI035_9_1.fastq,NZ_CP072363.1,2241,150.921463632307,0.013434285303215596
SI035_9_1.fastq,NZ_CP060204.1,876,150.97716894977168,0.005251420761096324
SI035_9_1.fastq,NZ_CAKAHJ010000001.1,1032,150.9796511627907,0.006186605280195669
SI035_9_1.fastq,NZ_CP024696.1,1783,150.98710039259674,0.010688679471500852
SI035_9_1.fastq,NZ_CP022384.1,8217,150.93026652062795,0.049259046111790522
SI035_9_1.fastq,NZ_CP126335.1,3226,150.97923124612524,0.019339136273169796
SI035_9_1.fastq,NZ_CP102534.1,957,150.98119122257054,0.005736997338320984
SI035_9_1.fastq,NZ_CP046314.1,1075,150.97116279069766,0.006444380500203822
SI035_9_1.fastq,NZ_CP117438.1,836,150.97846889952154,0.005011629858763159
SI035_9_1.fastq,NZ_CP050145.1,1018,150.98231827111985,0.006102678464379062
SI035_9_1.fastq,NZ_CP129616.1,731,150.97674418604652,0.004382178740138599
SI035_9_1.fastq,NZ_CP024703.1,2424,150.90264026402642,0.014531328681389828
SI035_9_1.fastq,NZ_LT635457.1,1332,150.98648648648648,0.007985037047694411
SI035_9_1.fastq,AP018050.1,2374,150.98188711036227,0.014231590053473370
SI035_9_1.fastq,NZ_CP009913.1,2011,150.89259075087023,0.012055487614799895
SI035_9_1.fastq,NZ_JAGZUH010000001.1,860,150.9813953488372,0.005155504400163058
SI035_9_1.fastq,NZ_CP083637.1,2141,150.6753853339561,0.012834808047382682
SI035_9_1.fastq,NZ_CP036550.1,353,150.96883852691218,0.002116154713090185
SI035_9_1.fastq,NZ_CP050136.1,1270,150.98740157480316,0.007613361149078004
SI035_9_1.fastq,NZ_UGNY01000001.1,477,150.9832285115304,0.002859506510322998
SI035_9_1.fastq,NZ_CP019721.1,1997,150.98097145718577,0.011971560798983287
SI035_9_1.fastq,NZ_CP032823.1,688,150.90988372093022,0.004124403520130446
SI035_9_1.fastq,NZ_CP082852.1,2378,150.98149705634987,0.014255569143706688
SI035_9_1.fastq,NZ_CP022386.1,151,150.96026490066225,0.000905210656307700
SI035_9_1.fastq,NC_001464.1,2581,134.78264238667182,0.015472507973047502
SI035_9_1.fastq,NZ_CP040915.1,591,150.9813874788494,0.003542910581972520
SI035_9_1.fastq,AP023461.1,1231,149.47928513403735,0.007379565019303168
SI041_1_2_1.fastq,NZ_LR134365.1,177,150.98305084745763,0.000596855884594374
SI041_1_2_1.fastq,NC_075417.1,2627,150.9836315188428,0.008858420388866783
SI041_1_2_1.fastq,CP097095.1,1873,150.98398291510944,0.006315881761837641
SI041_1_2_1.fastq,NC_038311.1,6478,150.98070392096326,0.021844250962725170
SI041_1_2_1.fastq,NZ_CP053939.1,780,150.97692307692307,0.002630212372788767
SI041_1_2_1.fastq,NZ_CP009227.1,12407,150.97678729749336,0.041837237063064400
SI041_1_2_1.fastq,NZ_CP072390.1,557,150.98204667863556,0.001878241399542748
SI041_1_2_1.fastq,NZ_CP029207.1,618,150.68446601941747,0.002083937495363408
SI041_1_2_1.fastq,NZ_CP036514.1,848,150.99056603773585,0.002859512938621634
SI041_1_2_1.fastq,NZ_CP031257.1,105,151.0,0.000354067050183103
SI041_1_2_1.fastq,NZ_CP120507.1,1191,150.98152812762385,0.004016131969219771
SI041_1_2_1.fastq,NZ_LS483444.1,4731,150.82625237793278,0.015953249661107251
SI041_1_2_1.fastq,NZ_CP059045.1,1031,150.9815712900097,0.003476601226083614
SI041_1_2_1.fastq,AM902716.1,1367,150.97951719092904,0.004609615786669544
SI041_1_2_1.fastq,NC_013203.1,106,150.97169811320754,0.000357439117327704
SI041_1_2_1.fastq,NZ_CP102197.1,123,150.2357723577236,0.000414764258785921
SI041_1_2_1.fastq,NZ_CP010106.1,541,150.9833641404806,0.001824288325229132
SI041_1_2_1.fastq,NZ_CP089216.1,1135,150.92687224669604,0.003827296209122116
