file,sequence_id,read_count,read_mean_length,read_abundance
SI041_1_1_1.fastq,NZ_CP073092.1,2201,150.9818264425261,0.002204209328782708
SI041_1_1_1.fastq,NZ_JAJFOF010000001.1,1699,150.9811653914067,0.001701477351023090
SI041_1_1_1.fastq,NZ_CP066015.1,319,150.98119122257054,0.000319465141245654
SI041_1_1_1.fastq,NZ_CP012071.1,424,150.9811320754717,0.000424618244163502
SI041_1_1_1.fastq,NZ_CP023527.1,289,150.96885813148788,0.000289421397554840
SI041_1_1_1.fastq,NZ_CAKAIK010000001.1,920,150.98260869565217,0.000921341473184957
SI041_1_1_1.fastq,OR043657.1,732,150.97677595628414,0.000733067346055938
SI041_1_1_1.fastq,NZ_CP073114.1,1196,150.94147157190636,0.001197743915140445
SI041_1_1_1.fastq,NC_011202.1,1868,150.97858672376873,0.001870723773814674
SI041_1_1_1.fastq,NZ_MVIJ01000001.1,1731,150.98035817446564,0.001733524010959958
SI041_1_1_1.fastq,NC_001472.1,658,150.98632218844986,0.000658959444951850
SI041_1_1_1.fastq,JQ041368.1,676,150.98076923076923,0.000676985691166338
SI041_1_1_1.fastq,NZ_CP092048.1,468,150.97435897435898,0.000468682401576696
SI041_1_1_1.fastq,NZ_CP119546.1,695,150.98561151079136,0.000696013395503854
SI041_1_1_1.fastq,NZ_JAAXPE010000001.1,575,150.97739130434783,0.000575838420740598
SI041_1_1_1.fastq,NZ_CP035368.2,463,150.97840172786178,0.000463675110961560
SI041_1_1_1.fastq,NZ_CP018196.1,357,150.9859943977591,0.000357520549920685
SI041_1_1_1.fastq,NC_039199.1,1767,150.98189020939446,0.001769576503388934
SI041_1_1_1.fastq,NZ_AP025457.1,459,150.98257080610023,0.000459669278469451
SI041_1_1_1.fastq,NZ_CP012072.1,2078,150.9398460057748,0.002081029979650371
SI041_1_1_1.fastq,NZ_CP053987.1,2280,150.98157894736843,0.002283324520501851
SI041_1_1_1.fastq,NZ_CP020566.1,292,150.98287671232876,0.000292425771923921
SI041_1_1_1.fastq,NZ_CP046172.1,4148,150.97830279652845,0.004154048294316525
SI041_1_1_1.fastq,NZ_CP079201.1,1343,150.92628443782576,0.001344958259225432
SI041_1_1_1.fastq,NZ_CAMUES010000001.1,5070,150.98126232741618,0.005077392683747536
SI041_1_1_1.fastq,NC_002200.1,588,150.9795918367347,0.000588857376339951
SI041_1_1_1.fastq,NZ_CAJTJS010000001.1,138,150.9927536231884,0.000138201220977744
SI041_1_1_1.fastq,NZ_CP100361.1,351,150.96866096866097,0.000351511801182522
SI041_1_1_1.fastq,MT157224.1,2161,150.97593706617306,0.002164151003861622
SI041_1_1_1.fastq,OP288969.1,5794,150.98049706593028,0.005802448364819177
SI041_1_1_1.fastq,OQ689803.1,6543,150.97997860308726,0.006552540498966495
SI041_1_1_1.fastq,NZ_CP121763.1,4213,150.9836221220033,0.004219143072313288
SI041_1_1_1.fastq,NZ_CP028101.1,1407,150.98365316275763,0.001409051579099168
SI041_1_1_1.fastq,NZ_CP019668.1,830,150.98072289156627,0.000831210242112516
SI041_1_1_1.fastq,CAKAGO010000001.1,1233,150.84752635847525,0.001234797865692448
SI041_1_1_1.fastq,NZ_AP022321.1,460,150.98043478260868,0.000460670736592479
SI041_1_1_1.fastq,NZ_CP129982.1,200,150.985,0.000200291624605425
SI041_1_1_1.fastq,OQ919261.1,566,150.97526501766785,0.000566825297633354
SI041_1_1_1.fastq,NZ_CP095867.1,119,151.0,0.000119173516640228
SI041_1_1_1.fastq,NZ_CP020894.3,173,150.98265895953756,0.000173252255283693
SI041_1_1_1.fastq,NZ_CP074182.1,214,150.97663551401868,0.000214312038327805
SI041_1_1_1.fastq,NZ_CP102541.1,459,150.97167755991285,0.000459669278469451
SI041_1_1_1.fastq,NZ_CP071603.1,5085,150.98092428711897,0.005092414555592943
SI041_1_1_1.fastq,NZ_LT906463.1,409,150.99022004889974,0.000409596372318095
SI041_1_1_1.fastq,NZ_CP014234.1,1100,150.98727272727274,0.001101603935329840
SI041_1_1_1.fastq,NZ_CP049272.1,688,150.9781976744186,0.000689003188642664
SI041_1_1_1.fastq,NZ_CP031253.1,1146,150.98429319371726,0.001147671008989088
SI041_1_1_1.fastq,NZ_LR134375.1,4875,150.98317948717948,0.004882108349757246
SI041_1_1_1.fastq,NC_015875.1,1523,150.97439264609324,0.001525220721370315
SI041_1_1_1.fastq,NZ_CP019066.1,1678,150.9833134684148,0.001680446730439520
SI041_1_1_1.fastq,NZ_CP076348.1,2313,150.98227410289667,0.002316372638561746
SI041_1_1_1.fastq,NZ_RBKV01000001.1,8486,150.98161678057977,0.008498373632008204
SI041_1_1_1.fastq,NC_006577.2,937,150.9871931696905,0.000938366261276419
SI041_1_1_1.fastq,NC_001367.1,1131,150.98054818744473,0.001132649137143681
SI041_1_1_1.fastq,NZ_CP021395.1,4283,150.97781928554753,0.004289245140925187
SI041_1_1_1.fastq,OQ842410.1,106,151.0,0.000106154561040876
SI041_1_1_1.fastq,OQ842458.1,4566,150.98226018396846,0.004572657789741864
SI041_1_1_1.fastq,NC_017825.1,2572,150.97978227060653,0.002575750292425772
SI041_1_1_1.fastq,NZ_AP018561.1,430,150.97441860465116,0.000430626992901665
SI041_1_1_1.fastq,NZ_CAKOJV010000001.1,11404,150.98281304805332,0.011420628435001362
SI041_1_1_1.fastq,NZ_UHIB01000001.1,308,150.97402597402598,0.000308449101892355
SI041_1_1_1.fastq,NZ_CP012646.1,2242,150.907225691347,0.002245269111826820
SI041_1_1_1.fastq,NZ_UGTJ01000001.1,888,150.981981981982,0.000889294813248089
SI041_1_1_1.fastq,NZ_LOHY01000088.1,131,150.9618320610687,0.000131191014116554
SI041_1_1_1.fastq,NZ_LQPW01000031.1,776,150.98324742268042,0.000777131503469051
SI041_1_1_1.fastq,NZ_AWET01000008.1,1303,150.98388334612432,0.001304899934304347
SI041_1_1_1.fastq,NC_076948.1,1158,150.97754749568222,0.001159688506465414
SI041_1_1_1.fastq,NZ_CP031418.1,1532,150.98433420365535,0.001534233844477559
SI041_1_1_1.fastq,NZ_CP022379.1,800,150.92875,0.000801166498421702
SI041_1_1_1.fastq,NC_038312.1,312,150.98397435897436,0.000312454934384464
SI041_1_1_1.fastq,NZ_CP040630.1,2737,150.98136645962734,0.002740990882725248
SI041_1_1_1.fastq,OP255990.1,580,150.97758620689655,0.000580845711355734
SI041_1_1_1.fastq,NZ_UGSA01000001.1,1043,150.90795781399808,0.001044520822317294
SI041_1_1_1.fastq,NZ_CABPWA010000001.1,676,150.98076923076923,0.000676985691166338
SI041_1_1_1.fastq,NZ_CP079822.1,696,150.9755747126437,0.000697014853626881
SI041_1_1_1.fastq,NZ_CP059690.1,1105,150.95746606334842,0.001106611225944976
SI041_1_1_1.fastq,NZ_UFUW01000001.1,2873,150.77097111033763,0.002877189187456937
SI041_1_1_1.fastq,NZ_CP095407.1,1415,150.9279151943463,0.001417063244083385
SI041_1_1_1.fastq,NZ_JADLRZ010000001.1,165,150.96969696969697,0.000165240590299476
SI041_1_1_1.fastq,NZ_CP038817.1,734,150.9809264305177,0.000735070262301912
SI041_1_1_1.fastq,NZ_CP132041.1,1323,150.9848828420257,0.001324929096764890
SI041_1_1_1.fastq,NZ_CP009323.1,2434,150.98397699260477,0.002437549071448028
SI041_1_1_1.fastq,NZ_CP080636.1,171,150.96491228070175,0.000171249339037639
SI041_1_1_1.fastq,NZ_JABELY010000001.1,1644,150.97688564476886,0.001646397154256598
SI041_1_1_1.fastq,MN164484.2,344,150.9796511627907,0.000344501594321332
SI041_1_1_1.fastq,NC_045512.2,451,150.980044345898,0.000451657613485235
SI041_1_1_1.fastq,NZ_CP006850.1,1163,150.98366294067068,0.001164695797080549
SI041_1_1_1.fastq,NZ_CP034670.1,1234,150.9813614262561,0.001235799323815475
SI041_1_1_1.fastq,NZ_CP090423.1,1961,150.98266190719022,0.001963859379256197
SI041_1_1_1.fastq,NZ_CP082871.1,1259,150.90150913423352,0.001260835776891153
SI041_1_1_1.fastq,NZ_CANLQP010000001.1,1165,150.9785407725322,0.001166698713326604
SI041_1_1_1.fastq,NZ_CP012544.1,218,150.9724770642202,0.000218317870819914
SI041_1_1_1.fastq,NC_009996.1,61,150.9672131147541,0.000061088945504655
SI041_1_1_1.fastq,NZ_AP018768.1,8083,150.96350364963504,0.008094786008428272
SI041_1_1_1.fastq,NZ_CP119724.1,1764,150.97732426303855,0.001766572129019853
SI041_1_1_1.fastq,AC_000017.1,973,150.983556012333,0.000974418753705395
SI041_1_1_1.fastq,NZ_CP123447.1,167,150.96407185628743,0.000167243506545530
SI041_1_1_1.fastq,NZ_CP065999.1,203,150.98029556650246,0.000203295998974507
SI041_1_1_1.fastq,NZ_UQJH01000001.1,2800,150.98107142857143,0.002804082744475957
SI041_1_1_1.fastq,NZ_CP126965.1,895,150.9832402234637,0.000896305020109279
SI041_1_1_1.fastq,NZ_CP070973.1,1008,150.88095238095238,0.001009469788011345
SI041_1_1_1.fastq,OQ842451.1,118,150.9915254237288,0.000118172058517201
SI041_1_1_1.fastq,NZ_CP127842.1,536,150.9757462686567,0.000536781553942540
SI041_1_1_1.fastq,NZ_CP033672.1,387,150.98191214470285,0.000387564293611498
SI041_1_1_1.fastq,EF174468.1,1334,150.98125937031483,0.001335945136118188
SI041_1_1_1.fastq,NZ_CP071602.1,353,150.9801699716714,0.000353514717428576
SI041_1_1_1.fastq,NZ_AP019829.2,335,150.98507462686567,0.000335488471214088
SI041_1_1_1.fastq,NZ_CP017037.1,472,150.989406779661,0.000472688234068804
SI041_1_1_1.fastq,NZ_CP133094.1,616,150.99025974025975,0.000616898203784711
SI041_1_1_1.fastq,NZ_CP063195.1,849,150.98704358068315,0.000850237946450031
SI041_1_1_1.fastq,NC_006213.1,1183,150.9788672865596,0.001184724959541092
SI041_1_1_1.fastq,NZ_CP126697.1,474,150.98101265822785,0.000474691150314858
SI041_1_1_1.fastq,AFIH01000001.1,822,150.9793187347932,0.000823198577128299
SI041_1_1_1.fastq,NZ_LR134378.1,632,150.98575949367088,0.000632921533753145
SI041_1_1_1.fastq,NZ_CP078113.1,534,150.98314606741573,0.000534778637696486
SI041_1_1_1.fastq,NZ_CP102583.1,1526,150.98099606815202,0.001528225095739396
SI041_1_1_1.fastq,NC_004718.3,452,150.97345132743362,0.000452659071608262
SI041_1_1_1.fastq,NZ_CP100372.1,390,150.9820512820513,0.000390568667980580
SI041_1_1_1.fastq,NZ_CP050992.1,2503,150.95565321614063,0.002506649681936900
SI041_1_1_1.fastq,NC_000883.2,437,150.98169336384439,0.000437637199762855
SI041_1_1_1.fastq,NZ_CALHUL010000006.1,899,150.9822024471635,0.000900310852601388
SI041_1_1_1.fastq,CAKAFU010000002.1,1797,150.98330550918197,0.001799620247079748
SI041_1_1_1.fastq,NC_013192.1,3715,150.97765814266486,0.003720416927045779
SI041_1_1_1.fastq,MG027862.1,1673,150.98744769874477,0.001675439439824384
SI041_1_1_1.fastq,NC_001781.1,165,150.98181818181817,0.000165240590299476
SI041_1_1_1.fastq,NZ_CP072363.1,401,150.98254364089775,0.000401584707333878
SI041_1_1_1.fastq,NZ_CP060204.1,126,150.96825396825398,0.000126183723501418
SI041_1_1_1.fastq,ADNV01000327.1,4187,150.9796990685455,0.004193105161114583
SI041_1_1_1.fastq,NZ_CP030820.1,279,150.59856630824373,0.000279406816324569
SI041_1_1_1.fastq,NZ_CAKAHJ010000001.1,1258,150.9697933227345,0.001259834318768126
SI041_1_1_1.fastq,NZ_AP025697.1,697,150.97560975609755,0.000698016311749908
SI041_1_1_1.fastq,NC_021928.1,3756,150.98296059637912,0.003761476710089891
SI041_1_1_1.fastq,NZ_CP024696.1,1608,150.9589552238806,0.001610344661827621
SI041_1_1_1.fastq,NZ_CP024931.1,1892,150.9630021141649,0.001894758768767325
SI041_1_1_1.fastq,NZ_CP022384.1,246,150.98373983739836,0.000246358698264673
SI041_1_1_1.fastq,NZ_CP126335.1,814,150.96683046683046,0.000815186912144082
SI041_1_1_1.fastq,NZ_CALGPY010000005.1,205,151.0,0.000205298915220561
SI041_1_1_1.fastq,NZ_CP102534.1,1023,150.98631476050832,0.001024491659856751
SI041_1_1_1.fastq,CP006667.1,208,150.99519230769232,0.000208303289589643
SI041_1_1_1.fastq,NZ_CP046314.1,606,150.97524752475246,0.000606883622554439
SI041_1_1_1.fastq,NZ_CP117438.1,1807,150.89872717210847,0.001809634828310019
SI041_1_1_1.fastq,NZ_CP050145.1,944,150.97245762711864,0.000945376468137608
SI041_1_1_1.fastq,NZ_CP129616.1,702,150.97720797720797,0.000703023602365043
SI041_1_1_1.fastq,NZ_CP124548.1,454,150.98458149779736,0.000454661987854316
SI041_1_1_1.fastq,NZ_CP024703.1,1482,150.98717948717947,0.001484160938326203
SI041_1_1_1.fastq,NZ_CP063229.1,394,150.9771573604061,0.000394574500472688
SI041_1_1_1.fastq,NZ_LT635457.1,255,151.0,0.000255371821371918
SI041_1_1_1.fastq,AP018050.1,1019,150.98037291462217,0.001020485827364643
SI041_1_1_1.fastq,NZ_UGGM01000001.1,361,150.97783933518005,0.000361526382412793
SI041_1_1_1.fastq,NZ_CP036164.1,1153,150.97918473547267,0.001154681215850278
SI041_1_1_1.fastq,NZ_CP039886.1,729,150.95336076817557,0.000730062971686776
SI041_1_1_1.fastq,NZ_CP079724.1,699,150.9799713876967,0.000700019227995962
SI041_1_1_1.fastq,NZ_NBSQ01000002.1,368,150.9673913043478,0.000368536589273983
SI041_1_1_1.fastq,NZ_CP009913.1,105,150.97142857142856,0.000105153102917848
SI041_1_1_1.fastq,NZ_CP132330.1,438,150.9703196347032,0.000438638657885882
SI041_1_1_1.fastq,NZ_JAGDEP010000001.1,797,150.9849435382685,0.000798162124052621
SI041_1_1_1.fastq,NC_028752.1,4256,150.97932330827066,0.004262205771603455
SI041_1_1_1.fastq,NZ_JAGZUH010000001.1,746,150.98525469168902,0.000747087759778237
SI041_1_1_1.fastq,NC_005831.2,878,150.9851936218679,0.000879280232017818
SI041_1_1_1.fastq,NZ_CP083637.1,410,150.89268292682928,0.000410597830441122
SI041_1_1_1.fastq,NZ_AP027140.1,476,150.97899159663865,0.000476694066560913
SI041_1_1_1.fastq,AZKM01000008.1,1006,150.98508946322067,0.001007466871765290
SI041_1_1_1.fastq,NZ_CP036550.1,1183,150.9797125950972,0.001184724959541092
SI041_1_1_1.fastq,NZ_CP050136.1,1329,150.9849510910459,0.001330937845503052
SI041_1_1_1.fastq,NZ_AP026979.1,1274,150.91287284144428,0.001275857648736560
SI041_1_1_1.fastq,NZ_UGNY01000001.1,321,150.99065420560748,0.000321468057491708
SI041_1_1_1.fastq,NZ_CP041695.1,3733,150.97990892043933,0.003738443173260267
SI041_1_1_1.fastq,NZ_CP035765.1,810,150.9641975308642,0.000811181079651973
SI041_1_1_1.fastq,NZ_CP032823.1,2161,150.95927811198518,0.002164151003861622
SI041_1_1_1.fastq,NZ_CP099728.1,238,150.98319327731093,0.000238347033280456
SI041_1_1_1.fastq,NC_003443.1,695,150.9798561151079,0.000696013395503854
SI041_1_1_1.fastq,NZ_CP019721.1,493,150.98782961460446,0.000493718854652374
SI041_1_1_1.fastq,CAHJXR010000003.1,450,150.76666666666668,0.000450656155362207
SI041_1_1_1.fastq,NZ_JACHIT010000001.1,369,150.96747967479675,0.000369538047397010
SI041_1_1_1.fastq,NZ_CP083630.1,131,150.98473282442748,0.000131191014116554
SI041_1_1_1.fastq,NZ_CP114997.1,1155,150.9835497835498,0.001156684132096332
SI041_1_1_1.fastq,NZ_CP022386.1,3936,150.95782520325204,0.003941739172234774
SI041_1_1_1.fastq,NC_038308.1,134,150.97761194029852,0.000134195388485635
SI041_1_1_1.fastq,NC_001464.1,348,132.72701149425288,0.000348507426813440
SI041_1_1_1.fastq,NZ_CP040915.1,407,150.982800982801,0.000407593456072041
SI041_1_1_1.fastq,NZ_CP101133.1,3767,150.98274488983276,0.003772492749443189
SI041_1_1_1.fastq,NZ_CP082852.1,315,150.9777777777778,0.000315459308753545
SI041_1_1_1.fastq,AP023461.1,703030,150.81243901398233,0.704055104231761431
SI041_1_2_1.fastq,NZ_LR134365.1,177,150.98305084745763,0.000177259507919594
SI041_1_2_1.fastq,NC_075417.1,2627,150.9836315188428,0.002630851566693640
SI041_1_2_1.fastq,CP097095.1,1873,150.98398291510944,0.001875746092279097
SI041_1_2_1.fastq,NC_038311.1,6478,150.98070392096326,0.006487497696627863
SI041_1_2_1.fastq,NZ_CP053939.1,780,150.97692307692307,0.000781143594221941
SI041_1_2_1.fastq,NZ_CP009227.1,12407,150.97678729749336,0.012425190478861052
SI041_1_2_1.fastq,NZ_CP072390.1,557,150.98204667863556,0.000557816643566181
SI041_1_2_1.fastq,NZ_CP029207.1,618,150.68446601941747,0.000618906078498922
SI041_1_2_1.fastq,NZ_CP036514.1,848,150.99056603773585,0.000849243292179751
SI041_1_2_1.fastq,NZ_CP031257.1,105,151.0,0.000105153945376031
SI041_1_2_1.fastq,NZ_CP120507.1,1191,150.98152812762385,0.001192746180408117
SI041_1_2_1.fastq,NZ_LS483444.1,4731,150.82625237793278,0.004737936338800004
SI041_1_2_1.fastq,NZ_CP059045.1,1031,150.9815712900097,0.001032511596977976
SI041_1_2_1.fastq,AM902716.1,1367,150.97951719092904,0.001369004222181273
SI041_1_2_1.fastq,NC_013203.1,106,150.97169811320754,0.000106155411522469
SI041_1_2_1.fastq,NZ_CP102197.1,123,150.2357723577236,0.000123180336011921
SI041_1_2_1.fastq,NZ_CP010106.1,541,150.9833641404806,0.000541793185223167
SI041_1_2_1.fastq,NZ_CP089216.1,1135,150.92687224669604,0.001136664076207568
SI041_1_2_1.fastq,NZ_CP071265.1,187,150.97860962566844,0.000187274169383978
SI041_1_2_1.fastq,ACIL03000013.1,1964,150.98116089613035,0.001966879511604990
SI041_1_2_1.fastq,NC_019960.1,74,151.0,0.000074108494836441
SI041_1_2_1.fastq,NZ_CP058970.1,551,150.98003629764065,0.000551807846687551
SI041_1_2_1.fastq,NZ_CP031243.1,692,150.97398843930637,0.000693014573335363
SI041_1_2_1.fastq,NZ_CP101528.1,540,150.98703703703703,0.000540791719076728
SI041_1_2_1.fastq,NZ_CP010310.2,639,150.9890453834116,0.000639936867574129
SI041_1_2_1.fastq,NZ_CP079193.1,813,150.95571955719558,0.000814191977054408
SI041_1_2_1.fastq,NZ_UGPB01000001.1,1340,150.97761194029852,0.001341964636227437
SI041_1_2_1.fastq,NZ_AP019831.1,534,150.9812734082397,0.000534782922198098
SI041_1_2_1.fastq,NC_038307.1,1213,150.97609233305855,0.001214778435629762
SI041_1_2_1.fastq,NZ_CAMNMG010000001.1,520,150.98653846153846,0.000520762396147961
SI041_1_2_1.fastq,NZ_CP132214.1,332,150.98192771084337,0.000332486760617544
SI041_1_2_1.fastq,NZ_CP040423.1,152,150.64473684210526,0.000152222854258635
SI041_1_2_1.fastq,NZ_CP046320.1,2779,150.98164807484707,0.002783074420952274
SI041_1_2_1.fastq,NZ_CP028435.1,1038,150.86705202312137,0.001039521860003045
SI041_1_2_1.fastq,NZ_CP033459.1,208,150.98557692307693,0.000208304958459184
SI041_1_2_1.fastq,NZ_CP019962.1,1322,150.9788199697428,0.001323938245591546
SI041_1_2_1.fastq,NZ_CP073092.1,2202,150.93732970027247,0.002205228454457326
SI041_1_2_1.fastq,NZ_JAJFOF010000001.1,1701,150.98236331569666,0.001703493915091694
SI041_1_2_1.fastq,NZ_CP066015.1,319,150.9780564263323,0.000319467700713845
SI041_1_2_1.fastq,NZ_CP012071.1,424,150.97877358490567,0.000424621646089876
SI041_1_2_1.fastq,NZ_CP023527.1,289,150.96885813148788,0.000289423716320693
SI041_1_2_1.fastq,NZ_CAKAIK010000001.1,920,150.97934782608695,0.000921348854723315
SI041_1_2_1.fastq,OR043657.1,732,150.974043715847,0.000733073219193026
SI041_1_2_1.fastq,NZ_CP073114.1,1197,150.98329156223892,0.001198754977286748
SI041_1_2_1.fastq,NC_011202.1,1868,150.98233404710922,0.001870738761546905
SI041_1_2_1.fastq,NZ_MVIJ01000001.1,1731,150.9849797804737,0.001733537899484846
SI041_1_2_1.fastq,NC_001472.1,658,150.9787234042553,0.000658964724356458
SI041_1_2_1.fastq,JQ041368.1,676,150.9792899408284,0.000676991114992349
SI041_1_2_1.fastq,NZ_CP035368.2,463,150.97840172786178,0.000463678825800973
SI041_1_2_1.fastq,NZ_CP092048.1,468,150.97863247863248,0.000468686156533165
SI041_1_2_1.fastq,NZ_CP119546.1,695,150.9812949640288,0.000696018971774678
SI041_1_2_1.fastq,NZ_JAAXPE010000001.1,575,150.97391304347826,0.000575843034202072
SI041_1_2_1.fastq,NZ_AP025457.1,459,150.96732026143792,0.000459672961215219
SI041_1_2_1.fastq,NZ_CP018196.1,358,150.9804469273743,0.000358524880424942
SI041_1_2_1.fastq,NC_039199.1,1767,150.97623089983023,0.001769590680756628
SI041_1_2_1.fastq,NZ_CP012072.1,2078,150.98315688161694,0.002081046652298966
SI041_1_2_1.fastq,NZ_CP053987.1,2279,150.98200965335673,0.002282341347733081
SI041_1_2_1.fastq,NZ_CP020566.1,292,150.986301369863,0.000292428114760009
SI041_1_2_1.fastq,NZ_CP046172.1,4147,150.9797443935375,0.004153080109279986
SI041_1_2_1.fastq,NZ_CP079201.1,1343,150.98287416232316,0.001344969034666752
SI041_1_2_1.fastq,NZ_CAMUES010000001.1,5070,150.98264299802761,0.005077433362442616
SI041_1_2_1.fastq,NC_002200.1,588,150.97619047619048,0.000588862094105771
SI041_1_2_1.fastq,NZ_CAJTJS010000001.1,138,150.9855072463768,0.000138202328208497
SI041_1_2_1.fastq,NZ_CP100361.1,351,150.98860398860398,0.000351514617399873
SI041_1_2_1.fastq,MT157224.1,2161,150.9851920407219,0.002164168342453352
SI041_1_2_1.fastq,OP288969.1,5794,150.97911632723506,0.005802494852464007
SI041_1_2_1.fastq,OQ689803.1,6543,150.9813541189057,0.006552592996146358
SI041_1_2_1.fastq,NZ_CP121763.1,4213,150.9829100403513,0.004219176874944919
SI041_1_2_1.fastq,NZ_CP028101.1,1407,150.98081023454156,0.001409062868038809
SI041_1_2_1.fastq,NZ_CP019668.1,830,150.98313253012049,0.000831216901543860
SI041_1_2_1.fastq,NZ_AP022321.1,460,150.98695652173913,0.000460674427361657
SI041_1_2_1.fastq,CAKAGO010000001.1,1231,150.8570268074736,0.001232804826265653
SI041_1_2_1.fastq,NZ_CP129982.1,200,150.995,0.000200293229287677
SI041_1_2_1.fastq,OQ919261.1,566,150.97349823321554,0.000566829838884126
SI041_1_2_1.fastq,NZ_CP095867.1,119,150.9579831932773,0.000119174471426168
SI041_1_2_1.fastq,NZ_CP020894.3,173,150.97109826589596,0.000173253643333841
SI041_1_2_1.fastq,NZ_CP074182.1,214,150.59345794392524,0.000214313755337815
SI041_1_2_1.fastq,NZ_CP102541.1,459,150.98039215686273,0.000459672961215219
SI041_1_2_1.fastq,NZ_CP071603.1,5085,150.98210422812193,0.005092455354639191
SI041_1_2_1.fastq,NZ_LT906463.1,408,150.9313725490196,0.000408598187746861
SI041_1_2_1.fastq,NZ_CP049272.1,688,150.98110465116278,0.000689008708749609
SI041_1_2_1.fastq,NZ_CP014234.1,1100,150.98454545454547,0.001101612761082224
SI041_1_2_1.fastq,NZ_CP031253.1,1146,150.97993019197207,0.001147680203818390
SI041_1_2_1.fastq,NZ_LR134375.1,4874,150.97866228970045,0.004881145997740692
SI041_1_2_1.fastq,NC_015875.1,1523,150.967826657912,0.001525232941025662
SI041_1_2_1.fastq,NZ_CP019066.1,1678,150.98212157330155,0.001680460193723611
SI041_1_2_1.fastq,NZ_CP076348.1,2312,150.9788062283737,0.002315389730565548
SI041_1_2_1.fastq,NZ_RBKV01000001.1,8486,150.9792599575772,0.008498441718676142
SI041_1_2_1.fastq,NC_006577.2,937,150.974386339381,0.000938373779212767
SI041_1_2_1.fastq,NC_001367.1,1131,150.97789566755085,0.001132658211621814
SI041_1_2_1.fastq,NZ_CP021395.1,4283,150.982255428438,0.004289279505195607
SI041_1_2_1.fastq,OQ842410.1,106,150.99056603773585,0.000106155411522469
SI041_1_2_1.fastq,OQ842458.1,4566,150.98291721419184,0.004572694424637669
SI041_1_2_1.fastq,NC_017825.1,2572,150.9817262830482,0.002575770928639528
SI041_1_2_1.fastq,NZ_AP018561.1,430,150.97674418604652,0.000430630442968506
SI041_1_2_1.fastq,NZ_CAKOJV010000001.1,11404,150.9812346545072,0.011420719933983352
SI041_1_2_1.fastq,NZ_CP012646.1,2242,150.9371097234612,0.002245287100314861
