file,sequence_id,read_count,read_mean_length,read_abundance
throat_with_pathogen_01_7_1.fastq,NZ_CP016839.1,155,150.98709677419356,0.000529843884063321
throat_with_pathogen_01_7_1.fastq,NZ_CP075489.1,869,150.9873417721519,0.002970544098393718
throat_with_pathogen_01_7_1.fastq,NZ_CP027234.1,1433,150.986741102582,0.004898492166856385
throat_with_pathogen_01_7_1.fastq,NZ_CP072246.1,1340,150.98358208955224,0.004580585836418392
throat_with_pathogen_01_7_1.fastq,NZ_CP124126.1,226,150.99115044247787,0.000772546566440714
throat_with_pathogen_01_7_1.fastq,NZ_CP038504.1,1071,150.98879551820727,0.003661050321495596
throat_with_pathogen_01_7_1.fastq,NZ_CP033808.1,597,150.97989949748742,0.002040753540553567
throat_with_pathogen_01_7_1.fastq,NZ_CP027232.1,2473,150.93813182369593,0.008453573711539316
throat_with_pathogen_01_7_1.fastq,NZ_CP089305.1,678,150.976401179941,0.002317639699322142
throat_with_pathogen_01_7_1.fastq,NZ_CP020468.1,294,150.96598639455783,0.001004994205900752
throat_with_pathogen_01_7_1.fastq,NZ_CP050133.1,603,150.74958540630183,0.002061263626388277
throat_with_pathogen_01_7_1.fastq,NZ_CP066294.2,897,150.9866220735786,0.003066257832289028
throat_with_pathogen_01_7_1.fastq,NZ_CP029462.1,773,150.98318240620958,0.002642382725038371
throat_with_pathogen_01_7_1.fastq,NZ_CP049272.1,534,150.98314606741573,0.001825397639289120
throat_with_pathogen_01_7_1.fastq,NZ_CP006905.1,12503,150.97880508677918,0.042739600531894892
throat_with_pathogen_01_7_1.fastq,NZ_CP012410.1,2150,150.97953488372093,0.007349447424104137
throat_with_pathogen_01_7_1.fastq,NZ_AP019827.1,130,150.9923076923077,0.000444385193085366
throat_with_pathogen_01_7_1.fastq,NZ_CP014835.1,272,150.9889705882353,0.000929790557840151
throat_with_pathogen_01_7_1.fastq,NZ_CP049226.1,211,150.6872037914692,0.000721271351853941
throat_with_pathogen_01_7_1.fastq,NZ_CP054018.1,537,150.97951582867785,0.001835652682206475
throat_with_pathogen_01_7_1.fastq,NZ_CP065995.1,1154,150.98006932409012,0.003944773175542407
throat_with_pathogen_01_7_1.fastq,NZ_CP125107.1,1030,150.97766990291262,0.003520898068291749
throat_with_pathogen_01_7_1.fastq,NZ_AP019735.1,533,150.9793621013133,0.001821979291650002
throat_with_pathogen_01_7_1.fastq,NZ_CP012069.2,2226,150.93890386343216,0.007609241844677120
throat_with_pathogen_01_7_1.fastq,NZ_CP027229.1,514,150.98054474708172,0.001757030686506756
throat_with_pathogen_01_7_1.fastq,NZ_CP019728.1,1993,150.980431510286,0.006812766844762579
throat_with_pathogen_01_7_1.fastq,NZ_CP123971.1,390,150.98717948717947,0.001333155579256099
throat_with_pathogen_01_7_1.fastq,NZ_CP116438.1,536,150.68283582089552,0.001832234334567357
throat_with_pathogen_01_7_1.fastq,NZ_CP015401.2,252,151.0,0.000861423605057787
throat_with_pathogen_01_7_1.fastq,NZ_CP072258.1,176,150.98295454545453,0.000601629184484804
throat_with_pathogen_01_7_1.fastq,NZ_CP013334.1,447,150.96420581655482,0.001528001394685837
throat_with_pathogen_01_7_1.fastq,NZ_CP014231.1,4445,150.9734533183352,0.015194555255880413
throat_with_pathogen_01_7_1.fastq,NZ_CP028103.1,445,150.9752808988764,0.001521164699407600
throat_with_pathogen_01_7_1.fastq,NZ_CP032364.1,1029,150.89893100097183,0.003517479720652631
throat_with_pathogen_01_7_1.fastq,NZ_CP008852.1,487,150.98973305954826,0.001664735300250565
throat_with_pathogen_01_7_1.fastq,NZ_CP028415.1,928,150.97521551724137,0.003172226609101692
throat_with_pathogen_01_7_1.fastq,NZ_CP088203.1,1418,150.97602256699577,0.004847216952269612
throat_with_pathogen_01_7_1.fastq,NZ_CP025330.1,291,150.97938144329896,0.000994739162983397
throat_with_pathogen_01_7_1.fastq,NZ_CP015905.2,421,150.97624703087885,0.001439124356068763
throat_with_pathogen_01_7_1.fastq,NZ_CP066560.1,1613,150.9789212647241,0.005513794741897661
throat_with_pathogen_01_7_1.fastq,NZ_CP072236.1,174,150.9655172413793,0.000594792489206567
throat_with_pathogen_01_7_1.fastq,NZ_CP034169.1,156,150.98717948717947,0.000533262231702440
throat_with_pathogen_01_7_1.fastq,NZ_CP022379.1,519,150.98265895953756,0.001774122424702347
throat_with_pathogen_01_7_1.fastq,NZ_CP012196.1,605,150.98181818181817,0.002068100321666513
throat_with_pathogen_01_7_1.fastq,NZ_CP015901.2,2401,150.9408579758434,0.008207452681522806
throat_with_pathogen_01_7_1.fastq,NZ_CP050134.2,108,150.9814814814815,0.000369181545024766
throat_with_pathogen_01_7_1.fastq,NZ_CP021874.1,452,150.97345132743362,0.001545093132881428
throat_with_pathogen_01_7_1.fastq,NZ_CP040004.1,729,150.76131687242798,0.002491975428917170
throat_with_pathogen_01_7_1.fastq,NZ_CP072042.1,578,150.9809688581315,0.001975804935410322
throat_with_pathogen_01_7_1.fastq,NC_012753.1,853,150.978898007034,0.002915850536167827
throat_with_pathogen_01_7_1.fastq,NZ_CP027569.1,1928,150.9859958506224,0.006590574248219895
throat_with_pathogen_01_7_1.fastq,NZ_CP027236.1,2086,150.97411313518697,0.007130673175200572
throat_with_pathogen_01_7_1.fastq,NZ_CP020431.2,659,150.94688922610015,0.002252691094178896
throat_with_pathogen_01_7_1.fastq,NZ_CP025228.1,2394,150.98663324979114,0.008183524248048978
throat_with_pathogen_01_7_1.fastq,NZ_CP036259.1,1447,150.98479612992398,0.004946349033804039
throat_with_pathogen_01_7_1.fastq,NZ_CP044230.1,227,150.98678414096915,0.000775964914079832
throat_with_pathogen_01_7_1.fastq,NZ_AP019697.1,1459,150.960932145305,0.004987369205473458
throat_with_pathogen_01_7_1.fastq,NZ_CP046315.1,899,150.97552836484982,0.003073094527567264
throat_with_pathogen_01_7_1.fastq,NZ_CP121769.1,116,150.99137931034483,0.000396528326137712
throat_with_pathogen_01_7_1.fastq,NZ_CP030280.1,1619,150.98270537368745,0.005534304827732371
throat_with_pathogen_01_7_1.fastq,NZ_CP096671.1,530,150.99245283018868,0.001811724248732648
throat_with_pathogen_01_7_1.fastq,NZ_CP068112.1,981,150.9796126401631,0.003353399033974957
throat_with_pathogen_01_7_1.fastq,NZ_CP069520.1,419,150.96897374701672,0.001432287660790527
throat_with_pathogen_01_7_1.fastq,NZ_CP097775.1,233,150.98283261802575,0.000796474999914541
throat_with_pathogen_01_7_1.fastq,NZ_CP073804.1,3699,150.90916463909164,0.012644467917098234
throat_with_pathogen_01_7_1.fastq,NZ_CP116810.1,2167,150.98384863867096,0.007407559333969146
throat_with_pathogen_01_7_1.fastq,NZ_CP127126.1,538,150.98327137546468,0.001839071029845593
throat_with_pathogen_01_7_1.fastq,NZ_CP017267.1,277,150.98916967509027,0.000946882296035742
throat_with_pathogen_01_7_1.fastq,NZ_CP126983.1,185,150.96756756756756,0.000632394313236868
throat_with_pathogen_01_7_1.fastq,NZ_CP084018.1,339,150.97935103244836,0.001158819849661071
throat_with_pathogen_01_7_1.fastq,NZ_CP023474.1,3642,150.98215266337178,0.012449622101668495
throat_with_pathogen_01_7_1.fastq,NZ_CP104580.1,1302,150.97619047619048,0.004450688626131900
throat_with_pathogen_01_7_1.fastq,NZ_CP053940.1,422,150.978672985782,0.001442542703707882
throat_with_pathogen_01_7_1.fastq,NZ_CP066811.1,924,150.98809523809524,0.003158553218545220
throat_with_pathogen_01_7_1.fastq,NZ_CP098447.1,637,150.98430141287284,0.002177487446118295
throat_with_pathogen_01_7_1.fastq,NZ_CP029033.1,324,150.96913580246914,0.001107544635074298
throat_with_pathogen_01_7_1.fastq,NZ_CP123403.1,563,150.9822380106572,0.001924529720823548
throat_with_pathogen_01_7_1.fastq,NZ_CP022435.1,901,150.98224195338514,0.003079931222845501
throat_with_pathogen_01_7_1.fastq,NZ_CP022022.1,2350,150.96468085106383,0.008033116951927778
throat_with_pathogen_01_7_1.fastq,NZ_CP014160.1,3507,150.98317650413458,0.011988145170387538
throat_with_pathogen_01_7_1.fastq,NZ_CP040235.1,682,150.98387096774192,0.002331313089878614
throat_with_pathogen_01_7_1.fastq,NZ_CP053315.1,521,150.978886756238,0.001780959119980584
throat_with_pathogen_01_7_1.fastq,NZ_CP126312.1,1239,150.9822437449556,0.004235332724867454
throat_with_pathogen_01_7_1.fastq,NZ_CP117966.1,810,150.9827160493827,0.002768861587685744
throat_with_pathogen_01_7_1.fastq,NZ_CP050870.1,2204,150.98411978221415,0.007534038196616520
throat_with_pathogen_01_7_1.fastq,NZ_CP083175.1,440,150.97954545454544,0.001504072961212009
throat_with_pathogen_01_7_1.fastq,NZ_CP077403.1,285,151.0,0.000974229077148688
throat_with_pathogen_01_7_1.fastq,NZ_CP025746.1,582,150.95876288659792,0.001989478325966794
throat_with_pathogen_01_7_1.fastq,NZ_CP008724.1,1567,150.9865985960434,0.005356550750498224
throat_with_pathogen_01_7_1.fastq,NZ_CP017038.2,219,150.986301369863,0.000748618132966886
throat_with_pathogen_01_7_1.fastq,NZ_CP029197.1,85,150.98823529411766,0.000290559549325047
throat_with_pathogen_01_7_1.fastq,NZ_CP012590.1,1297,150.982266769468,0.004433596887936309
throat_with_pathogen_01_7_1.fastq,NZ_CP046313.1,4543,150.92692053709004,0.015529553324513997
throat_with_pathogen_01_7_1.fastq,NZ_CP018335.1,1211,150.9793559042114,0.004139618990972144
throat_with_pathogen_01_7_1.fastq,NZ_AP026069.1,2380,150.98403361344538,0.008135667381101323
throat_with_pathogen_01_7_1.fastq,NZ_CP012544.1,1490,150.9731543624161,0.005093337982286123
throat_with_pathogen_01_7_1.fastq,NZ_AP018768.1,192,150.97916666666666,0.000656322746710695
throat_with_pathogen_01_7_1.fastq,NZ_CP072385.1,2744,150.95189504373178,0.009379945921740350
throat_with_pathogen_01_7_1.fastq,NZ_CP072224.1,682,150.9765395894428,0.002331313089878614
throat_with_pathogen_01_7_1.fastq,NZ_CP015348.1,1289,150.9767261442979,0.004406250106823364
throat_with_pathogen_01_7_1.fastq,NZ_CP009268.1,287,150.96864111498257,0.000981065772426924
throat_with_pathogen_01_7_1.fastq,NZ_CP125806.1,178,150.98314606741573,0.000608465879763040
throat_with_pathogen_01_7_1.fastq,NZ_AP025575.1,654,150.9816513761468,0.002235599355983305
throat_with_pathogen_01_7_1.fastq,NZ_CP048626.1,298,150.96979865771812,0.001018667596457225
throat_with_pathogen_01_7_1.fastq,NZ_CP120209.1,1232,150.98701298701297,0.004211404291393626
throat_with_pathogen_01_7_1.fastq,NZ_CP016753.1,3728,150.97773605150215,0.012743599998632660
throat_with_pathogen_01_7_1.fastq,NZ_CP068103.1,312,150.97435897435898,0.001066524463404879
throat_with_pathogen_01_7_1.fastq,NZ_CP013195.1,361,150.99168975069253,0.001234023497721671
throat_with_pathogen_01_7_1.fastq,NZ_CP040121.1,409,150.98044009779952,0.001398104184399345
throat_with_pathogen_01_7_1.fastq,NZ_CP008849.1,543,150.98342541436463,0.001856162768041184
throat_with_pathogen_01_7_1.fastq,NZ_CP065983.1,599,150.96494156928213,0.002047590235831803
throat_with_pathogen_01_7_1.fastq,NZ_CP017037.1,197,150.98477157360406,0.000673414484906286
throat_with_pathogen_01_7_1.fastq,NZ_AP019829.2,411,150.99026763990267,0.001404940879677581
throat_with_pathogen_01_7_1.fastq,NZ_CP032621.1,655,150.95114503816794,0.002239017703622423
throat_with_pathogen_01_7_1.fastq,NZ_CP107038.1,227,150.99118942731278,0.000775964914079832
throat_with_pathogen_01_7_1.fastq,NZ_CP068448.1,172,150.9825581395349,0.000587955793928331
throat_with_pathogen_01_7_1.fastq,NZ_CP017761.1,853,150.97772567409143,0.002915850536167827
throat_with_pathogen_01_7_1.fastq,NZ_CP054015.1,320,150.978125,0.001093871244517825
throat_with_pathogen_01_7_1.fastq,NZ_CP073653.1,117,150.97435897435898,0.000399946673776830
throat_with_pathogen_01_7_1.fastq,NZ_CP126474.1,724,150.97513812154696,0.002474883690721579
throat_with_pathogen_01_7_1.fastq,NZ_CP066065.1,1860,150.9774193548387,0.006358126608759858
throat_with_pathogen_01_7_1.fastq,NZ_CP040348.1,1154,150.98006932409012,0.003944773175542407
throat_with_pathogen_01_7_1.fastq,NZ_CP014228.1,108,151.0,0.000369181545024766
throat_with_pathogen_01_7_1.fastq,NZ_CP053790.1,116,150.99137931034483,0.000396528326137712
throat_with_pathogen_01_7_1.fastq,NZ_CP032620.1,847,150.98701298701297,0.002895340450333118
throat_with_pathogen_01_7_1.fastq,NZ_CP012589.1,870,150.98160919540229,0.002973962446032837
throat_with_pathogen_01_7_1.fastq,NZ_CP034438.1,230,150.98695652173913,0.000786219956997187
throat_with_pathogen_01_7_1.fastq,NZ_CP028108.1,4378,150.97875742348103,0.014965525964059492
throat_with_pathogen_01_7_1.fastq,NZ_CP016087.1,599,150.98163606010016,0.002047590235831803
throat_with_pathogen_01_7_1.fastq,NZ_CP098491.1,500,150.986,0.001709173819559102
throat_with_pathogen_01_7_1.fastq,NZ_CP012117.1,547,150.9853747714808,0.001869836158597657
throat_with_pathogen_01_7_1.fastq,NZ_CP026734.1,722,150.9819944598338,0.002468046995443343
throat_with_pathogen_01_7_1.fastq,NZ_CP009709.1,2557,150.97497066875243,0.008740714913225246
throat_with_pathogen_01_7_1.fastq,NZ_CP126077.1,1145,150.9877729257642,0.003914008046790343
throat_with_pathogen_01_7_1.fastq,NZ_CP034593.1,183,150.98360655737704,0.000625557617958631
throat_with_pathogen_01_7_1.fastq,NZ_CP058603.1,248,150.97177419354838,0.000847750214501314
throat_with_pathogen_01_7_1.fastq,NZ_AP025697.1,364,150.96428571428572,0.001244278540639026
throat_with_pathogen_01_7_1.fastq,NZ_CP016844.1,422,150.97630331753555,0.001442542703707882
throat_with_pathogen_01_7_1.fastq,NZ_CP072891.1,2552,150.9776645768025,0.008723623175029654
throat_with_pathogen_01_7_1.fastq,NZ_CP047630.1,322,150.98447204968943,0.001100707939796061
throat_with_pathogen_01_7_1.fastq,NZ_CP016953.1,524,150.81297709923663,0.001791214162897938
throat_with_pathogen_01_7_1.fastq,NZ_CP072244.1,1873,150.98077949813134,0.006402565128068394
throat_with_pathogen_01_7_1.fastq,NZ_CP040058.1,221,150.98190045248867,0.000755454828245123
throat_with_pathogen_01_7_1.fastq,NZ_CP040518.1,601,150.97337770382694,0.002054426931110040
